,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,budget,openingweekend
301,tt0373926,movie,The Interpreter,The Interpreter,0,2005,\N,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,80000000.0,22822455.0
302,tt0374089,movie,Nomad: The Warrior,Köshpendiler,0,2005,\N,112,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,25000000.0,14250.0
303,tt0374102,movie,Open Water,Open Water,0,2003,\N,79,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,120000.0,1100943.0
304,tt0374330,movie,Warriors of Heaven and Earth,Tian di ying xiong,0,2003,\N,120,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,18484.0
305,tt0374536,movie,Bewitched,Bewitched,0,2005,\N,102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,85000000.0,20131130.0
306,tt0374639,movie,Incident at Loch Ness,Incident at Loch Ness,0,2004,\N,94,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1400000.0,2682.0
307,tt0375063,movie,Sideways,Sideways,0,2004,\N,126,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12000000.0,207042.0
308,tt0375568,movie,Astro Boy,Astro Boy,0,2009,\N,94,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000000.0,6702923.0
309,tt0376105,movie,Racing Stripes,Racing Stripes,0,2005,\N,102,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,18862432.0
310,tt0380623,movie,The Perfect Man,The Perfect Man,0,2005,\N,100,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25000000.0,5300980.0
311,tt0382077,movie,Hide and Seek,Hide and Seek,0,2005,\N,101,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,30000000.0,21959233.0
312,tt0420609,movie,Infamous,Infamous,0,2006,\N,110,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000.0,452966.0
313,tt0421239,movie,Red Eye,Red Eye,0,2005,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26000000.0,16167662.0
314,tt0427392,movie,The Invasion,The Invasion,0,2007,\N,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,80000000.0,5951409.0
315,tt0436742,movie,The Salon,The Salon,0,2005,\N,90,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000.0,92362.0
316,tt0437863,movie,The Benchwarmers,The Benchwarmers,0,2006,\N,80,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33000000.0,19656429.0
317,tt0452711,movie,Never Been Thawed,Never Been Thawed,0,2005,\N,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000.0,7048.0
318,tt0453562,movie,42,42,0,2013,\N,128,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40000000.0,27487144.0
319,tt0475984,movie,Mister Lonely,Mister Lonely,0,2007,\N,112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9500000.0,16769.0
320,tt0475998,movie,The Pirates Who Don't Do Anything: A VeggieTales Movie,The Pirates Who Don't Do Anything: A VeggieTales Movie,0,2008,\N,85,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000.0,4251320.0
321,tt0477080,movie,Unstoppable,Unstoppable,0,2010,\N,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100000000.0,22688457.0
322,tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,\N,122,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25000000.0,1226333.0
323,tt0481797,movie,Youth Without Youth,Youth Without Youth,0,2007,\N,124,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5000000.0,28550.0
324,tt0485851,movie,The Air I Breathe,The Air I Breathe,0,2007,\N,95,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10000000.0,19487.0
325,tt0485947,movie,Mr. Nobody,Mr. Nobody,0,2009,\N,141,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,47000000.0,1612.0
326,tt0485985,movie,Red Tails,Red Tails,0,2012,\N,125,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58000000.0,18782154.0
327,tt0486028,movie,Thr3e,Thr3e,0,2006,\N,101,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2400000.0,700000.0
328,tt0486051,movie,Wind Chill,Wind Chill,0,2007,\N,91,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6000000.0,20146.0
329,tt0486321,movie,Fly Me to the Moon 3D,Fly Me to the Moon,0,2008,\N,84,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25000000.0,1900523.0
330,tt0486551,movie,Beerfest,Beerfest,0,2006,\N,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500000.0,7031228.0
331,tt0486576,movie,Fantastic 4: Rise of the Silver Surfer,4: Rise of the Silver Surfer,0,2007,\N,92,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130000000.0,58051684.0
332,tt0486583,movie,Fred Claus,Fred Claus,0,2007,\N,116,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100000000.0,18515473.0
333,tt0486655,movie,Stardust,Stardust,0,2007,\N,127,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,70000000.0,9169779.0
334,tt0486674,movie,What Just Happened,What Just Happened,0,2008,\N,104,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000.0,192508.0
335,tt0486822,movie,Disturbia,Disturbia,0,2007,\N,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,20000000.0,22224982.0
336,tt0487156,movie,In Her Line of Fire,In Her Line of Fire,0,2006,\N,88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,232.0
337,tt0488164,movie,Moscow Zero,Moscow Zero,0,2006,\N,82,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10000000.0,4307.0
338,tt0488478,movie,12,12,0,2007,\N,159,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4000000.0,12042.0
339,tt0488658,movie,Unaccompanied Minors,Unaccompanied Minors,0,2006,\N,90,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26000000.0,5815474.0
340,tt0489247,movie,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,0,2006,\N,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000000.0,9805.0
341,tt0489270,movie,Saw III,Saw III,0,2006,\N,108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000000.0,33610391.0
342,tt0490086,movie,Big Stan,Big Stan,0,2007,\N,105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,935946.0
343,tt0490181,movie,Mutant Chronicles,Mutant Chronicles,0,2008,\N,111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25000000.0,4724.0
344,tt0491152,movie,Something Borrowed,Something Borrowed,0,2011,\N,112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000.0,13945368.0
345,tt0492389,movie,Furry Vengeance,Furry Vengeance,0,2010,\N,92,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35000000.0,6627564.0
346,tt0492463,movie,In Between Days,In Between Days,0,2006,\N,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000.0,5065.0
347,tt0492596,movie,The Dark Avengers,The Dark Avengers,0,2005,\N,110,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,975.0
348,tt0492956,movie,The Game Plan,The Game Plan,0,2007,\N,110,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22000000.0,22950971.0
349,tt0493264,movie,Valley of the Wolves: Iraq,Kurtlar Vadisi: Irak,0,2006,\N,122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300000.0,104268.0
350,tt0493395,movie,Badland,Badland,0,2007,\N,165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,1924.0
351,tt0493405,movie,CHIPS,CHIPS,0,2017,\N,100,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000.0,7722802.0
352,tt0493464,movie,Wanted,Wanted,0,2008,\N,110,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75000000.0,217432.0
353,tt0493949,movie,Ramona and Beezus,Ramona and Beezus,0,2010,\N,103,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15000000.0,7810481.0
354,tt0494203,movie,Angels in the Dust,Angels in the Dust,0,2007,\N,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000.0,5043.0
355,tt0494238,movie,Inkheart,Inkheart,0,2008,\N,106,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,60000000.0,7601379.0
356,tt0494652,movie,"Welcome Home, Roscoe Jenkins","Welcome Home, Roscoe Jenkins",0,2008,\N,114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000.0,16207730.0
357,tt0494834,movie,Silk,Silk,0,2007,\N,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20000000.0,126537.0
358,tt0496328,movie,Itty Bitty Titty Committee,Itty Bitty Titty Committee,0,2007,\N,87,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1000000.0,11505.0
359,tt0496806,movie,Ocean's Thirteen,Ocean's Thirteen,0,2007,\N,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85000000.0,36133403.0
360,tt0497116,movie,An Inconvenient Truth,An Inconvenient Truth,0,2006,\N,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000.0,367311.0
361,tt0497316,movie,Adrift in Manhattan,Adrift in Manhattan,0,2007,\N,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.0,2099.0
362,tt0497465,movie,Vicky Cristina Barcelona,Vicky Cristina Barcelona,0,2008,\N,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15500000.0,3755575.0
363,tt0497972,movie,Sex and Death 101,Sex and Death 101,0,2007,\N,117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5000000.0,676.0
364,tt0498353,movie,Hostel: Part II,Hostel: Part II,0,2007,\N,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10000000.0,8203391.0
365,tt0498380,movie,Letters from Iwo Jima,Letters from Iwo Jima,0,2006,\N,141,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,19000000.0,122548.0
366,tt0498381,movie,Rings,Rings,0,2017,\N,102,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25000000.0,13002632.0
367,tt0498399,movie,We Own the Night,We Own the Night,0,2007,\N,117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21000000.0,10826287.0
368,tt0499238,movie,Milarepa,Milarepa,0,2006,\N,90,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000.0,12148.0
369,tt0499448,movie,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,0,2008,\N,150,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225000000.0,55034805.0
370,tt0499537,movie,Offside,Offside,0,2006,\N,93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2500.0,18003.0
371,tt0499549,movie,Avatar,Avatar,0,2009,\N,162,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,237000000.0,77025481.0
372,tt0499554,movie,Reno 911!: Miami,Reno 911!: Miami,0,2007,\N,84,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,10273477.0
373,tt0499556,movie,War,War,0,2007,\N,103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25000000.0,9820089.0
374,tt0757361,movie,Margot at the Wedding,Margot at the Wedding,0,2007,\N,93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,81035.0
375,tt0758730,movie,Aliens vs. Predator: Requiem,AVPR: Aliens vs Predator - Requiem,0,2007,\N,94,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,40000000.0,13655306.0
376,tt0758732,movie,Beaufort,Beaufort,0,2007,\N,131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2500000.0,9267.0
377,tt0758738,movie,Chalk,Chalk,0,2006,\N,85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,8289.0
378,tt0758742,movie,Death Note,Death Note,0,2006,\N,126,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20000000.0,627378.0
379,tt0758746,movie,Friday the 13th,Friday the 13th,0,2009,\N,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000000.0,43585449.0
380,tt0758752,movie,Love & Other Drugs,Love & Other Drugs,0,2010,\N,112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30000000.0,9739161.0
381,tt0758758,movie,Into the Wild,Into the Wild,0,2007,\N,148,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000.0,212440.0
382,tt0758764,movie,Little Chenier,Little Chenier,0,2006,\N,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000.0,44370.0
383,tt0758766,movie,Music and Lyrics,Music and Lyrics,0,2007,\N,96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,40000000.0,15875471.0
384,tt0758774,movie,Body of Lies,Body of Lies,0,2008,\N,128,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,70000000.0,12884416.0
385,tt0758786,movie,Stuck,Stuck,0,2007,\N,85,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5000000.0,8844.0
386,tt0758794,movie,We Are Marshall,We Are Marshall,0,2006,\N,131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,65000000.0,8582508.0
387,tt0760160,movie,Color of the Cross,Color of the Cross,0,2006,\N,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000.0,25868.0
388,tt0760329,movie,The Water Horse,The Water Horse,0,2007,\N,112,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40000000.0,14070469.0
389,tt0762073,movie,Thirst,Bakjwi,0,2009,\N,133,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5000000.0,55889.0
390,tt0762105,movie,I Hate Valentine's Day,I Hate Valentine's Day,0,2009,\N,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3000000.0,5009.0
391,tt0762107,movie,I Now Pronounce You Chuck & Larry,I Now Pronounce You Chuck & Larry,0,2007,\N,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85000000.0,34233750.0
392,tt0762110,movie,Irina Palm,Irina Palm,0,2007,\N,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000.0,5694.0
393,tt0762114,movie,License to Wed,License to Wed,0,2007,\N,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000.0,10422258.0
394,tt0762121,movie,The Nativity Story,The Nativity Story,0,2006,\N,101,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,30000000.0,7849304.0
395,tt0762125,movie,Planet 51,Planet 51,0,2009,\N,91,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000000.0,12286129.0
396,tt0763304,movie,Doogal,Doogal,0,2006,\N,85,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.0,3605899.0
397,tt0763831,movie,A Thousand Words,A Thousand Words,0,2012,\N,91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0,6176280.0
398,tt0763840,movie,Home of the Brave,Home of the Brave,0,2006,\N,106,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12000000.0,25261.0
399,tt0765120,movie,My Blueberry Nights,My Blueberry Nights,0,2007,\N,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10000000.0,74146.0
400,tt0765429,movie,American Gangster,American Gangster,0,2007,\N,157,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000.0,43565135.0
401,tt0765430,movie,American Zombie,American Zombie,0,2007,\N,90,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1000000.0,3126.0
402,tt0765446,movie,Escape from Planet Earth,Escape from Planet Earth,0,2013,\N,89,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.0,15891055.0
403,tt0765460,movie,Cover,Cover,0,2007,\N,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3600000.0,30000.0
404,tt0770703,movie,What's Your Number?,What's Your Number?,0,2011,\N,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20000000.0,5421669.0
405,tt0770814,movie,Tennessee,Tennessee,0,2008,\N,99,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.0,9438.0
406,tt0770828,movie,Man of Steel,Man of Steel,0,2013,\N,143,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,225000000.0,116619362.0
407,tt0772157,movie,Broken English,Broken English,0,2007,\N,97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2000000.0,55198.0
408,tt0772165,movie,Dark Streets,Dark Streets,0,2008,\N,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8000000.0,10958.0
409,tt0775488,movie,Illegal Tender,Illegal Tender,0,2007,\N,108,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8000000.0,1425915.0
410,tt0775552,movie,Aliens in the Attic,Aliens in the Attic,0,2009,\N,86,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000000.0,8008423.0
411,tt0780492,movie,Canvas,Canvas,0,2006,\N,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000.0,13100.0
412,tt0780504,movie,Drive,Drive,0,2011,\N,100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000.0,11340461.0
413,tt0780511,movie,Everybody's Fine,Everybody's Fine,0,2009,\N,99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21000000.0,3852068.0
414,tt0780534,movie,My Mom's New Boyfriend,My Mom's New Boyfriend,0,2008,\N,97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25000000.0,446172.0
415,tt0783532,movie,Gangster's Paradise: Jerusalema,Jerusalema,0,2008,\N,119,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000.0,4958.0
416,tt0785007,movie,Over Her Dead Body,Over Her Dead Body,0,2008,\N,95,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10000000.0,4025115.0
417,tt0785077,movie,Who's Your Caddy?,Who's Your Caddy?,0,2007,\N,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7000000.0,2756661.0
418,tt0787524,movie,The Man Who Knew Infinity,The Man Who Knew Infinity,0,2015,\N,108,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,80325.0
419,tt0810928,movie,The Last Sin Eater,The Last Sin Eater,0,2007,\N,117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000.0,246483.0
420,tt0813541,movie,Piter FM,Piter FM,0,2006,\N,85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1100000.0,2667976.0
421,tt0824747,movie,Changeling,Changeling,0,2008,\N,141,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55000000.0,9351560.0
422,tt0861739,movie,Elite Squad,Tropa de Elite,0,2007,\N,115,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.0,3604.0
423,tt0913968,movie,The Warlords,Tau ming chong,0,2007,\N,126,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40000000.0,10073.0
424,tt0929632,movie,Precious,Precious,0,2009,\N,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,10881772.0
425,tt0936501,movie,Taken,Taken,0,2008,\N,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25000000.0,24717037.0
426,tt0937375,movie,This Christmas,This Christmas,0,2007,\N,117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13000000.0,17958183.0
427,tt0990363,movie,Detention,Detention,0,2010,\N,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2150000.0,190.0
428,tt1038919,movie,The Bounty Hunter,The Bounty Hunter,0,2010,\N,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40000000.0,20686423.0
429,tt1046997,movie,Miracle at St. Anna,Miracle at St. Anna,0,2008,\N,160,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45000000.0,3477996.0
430,tt1082886,movie,The Wackness,The Wackness,0,2008,\N,99,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6000000.0,138401.0
431,tt1103221,movie,Fix,Fix,0,2008,\N,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.0,5951.0
432,tt1111422,movie,The Taking of Pelham 123,The Taking of Pelham 123,0,2009,\N,106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100000000.0,23373102.0
433,tt1118045,movie,Here and There,Tamo i ovde,0,2009,\N,85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300000.0,6352.0
434,tt1122775,movie,Rosencrantz and Guildenstern Are Undead,Rosencrantz and Guildenstern Are Undead,0,2009,\N,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000.0,14370.0
435,tt1124388,movie,Play the Game,Play the Game,0,2009,\N,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1100000.0,51197.0
436,tt1125849,movie,The Wrestler,The Wrestler,0,2008,\N,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000000.0,202714.0
437,tt1126590,movie,Big Eyes,Big Eyes,0,2014,\N,106,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.0,3001738.0
438,tt1126618,movie,Morning Glory,Morning Glory,0,2010,\N,107,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40000000.0,9203266.0
439,tt1127180,movie,Drag Me to Hell,Drag Me to Hell,0,2009,\N,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,30000000.0,15825480.0
440,tt1127884,movie,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,0,2008,\N,74,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7000000.0,31117834.0
441,tt1127896,movie,Taking Woodstock,Taking Woodstock,0,2009,\N,120,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,3457760.0
442,tt1129423,movie,Fireproof,Fireproof,0,2008,\N,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,500000.0,6804764.0
443,tt1133985,movie,Green Lantern,Green Lantern,0,2011,\N,114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000.0,53174303.0
444,tt1133989,movie,Medicine for Melancholy,Medicine for Melancholy,0,2008,\N,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13000.0,12625.0
445,tt1134664,movie,Boogie Woogie,Boogie Woogie,0,2009,\N,94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000.0,1776.0
446,tt1134854,movie,Survival of the Dead,Survival of the Dead,0,2009,\N,90,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4000000.0,54605.0
447,tt1135989,movie,A Tale of Love and Darkness,A Tale of Love and Darkness,0,2015,\N,95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.0,37170.0
448,tt1139282,movie,Stolen,Stolen Lives,0,2009,\N,91,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2000000.0,1391.0
449,tt1143896,movie,Holy Rollers,Holy Rollers,0,2010,\N,89,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.0,39685.0
450,tt1144551,movie,Peter and Vandy,Peter and Vandy,0,2009,\N,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,500000.0,7323.0
451,tt1144804,movie,Incredible Love,Kambakkht Ishq,0,2009,\N,142,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12500000.0,768542.0
