tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,budget,openingweekend,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
tt2911666,movie,John Wick,John Wick,0,2014,\N,101,20000000.0,14415922.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt2913948,movie,Whensday,Whensday,0,2013,\N,100,4000.0,12497.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2914838,movie,R100,R100,0,2013,\N,99,5500000.0,7263.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2918436,movie,The Lazarus Effect,The Lazarus Effect,0,2015,\N,83,3300000.0,10203437.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
tt2920808,movie,Gods Pocket,Gods Pocket,0,2014,\N,88,1000000.0,23400.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2932536,movie,47 Meters Down,47 Meters Down,0,2017,\N,89,5500000.0,11205561.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt2933544,movie,5 Flights Up,5 Flights Up,0,2014,\N,88,6000000.0,238491.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2937898,movie,A Most Violent Year,A Most Violent Year,0,2014,\N,125,20000000.0,1512224.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2938956,movie,The Transporter Refueled,The Transporter Refueled,0,2015,\N,96,25000000.0,7130000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2948356,movie,Zootopia,Zootopia,0,2016,\N,108,150000000.0,75063401.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2950418,movie,Greater,Greater,0,2016,\N,130,9000000.0,627674.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt2952602,movie,Kung Fu Jungle,Yi ge ren de wu lin,0,2014,\N,100,25000000.0,58664.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2955096,movie,Happy Christmas,Happy Christmas,0,2014,\N,82,70000.0,7523.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2957918,movie,Toaster,Toaster,0,2001,\N,85,2000.0,47.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2967224,movie,Hot Pursuit,Hot Pursuit,0,2015,\N,87,35000000.0,13942258.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2975590,movie,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,0,2016,\N,151,250000000.0,166007347.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3074732,movie,Of Horses and Men,Hross í oss,0,2013,\N,81,10000000.0,49.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt3076658,movie,Creed,Creed,0,2015,\N,133,35000000.0,29632823.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt3077214,movie,Suffragette,Suffragette,0,2015,\N,106,14000000.0,76244.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt3079380,movie,Spy,Spy,0,2015,\N,119,65000000.0,29085719.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3082898,movie,Kickboxer: Vengeance,Kickboxer: Vengeance,0,2016,\N,90,10000000.0,1469.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3095734,movie,Monster Trucks,Monster Trucks,0,2016,\N,104,125000000.0,10950705.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3099498,movie,Tusk,Tusk,0,2014,\N,102,3000000.0,846831.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt3102146,movie,Persistence of Memory,Persistence of Memory,0,2014,\N,105,1000000.0,34510.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt3103166,movie,The Masked Saint,The Masked Saint,0,2016,\N,105,3500000.0,123777.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3110958,movie,Now You See Me 2,Now You See Me 2,0,2016,\N,129,90000000.0,22383146.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt3125324,movie,Beyond the Lights,Beyond the Lights,0,2014,\N,116,7000000.0,6500000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
tt3148834,movie,Thunder and the House of Magic,The House of Magic,0,2013,\N,85,34000000.0,4091.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3367294,movie,Compadres,Compadres,0,2016,\N,101,3000000.0,1397434.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt3385516,movie,X-Men: Apocalypse,X-Men: Apocalypse,0,2016,\N,144,178000000.0,65000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt3399024,movie,Samba,Samba,0,2014,\N,118,20000000.0,39041.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt3567288,movie,The Visit,The Visit,0,2015,\N,94,5000000.0,25427560.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tt3622592,movie,Paper Towns,Paper Towns,0,2015,\N,109,12000000.0,12650140.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
tt3874418,movie,Warrior Princess,Warrior Princess,0,2014,\N,95,800000.0,500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt3990782,movie,Radio Dreams,Radio Dreams,0,2016,\N,93,500000.0,2053.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4009460,movie,Saving Christmas,Saving Christmas,0,2014,\N,80,500000.0,651276.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt4026570,movie,In Pursuit of Silence,In Pursuit of Silence,0,2015,\N,81,400000.0,5141.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4030600,movie,The Bye Bye Man,The Bye Bye Man,0,2017,\N,97,7400000.0,13378000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tt4034228,movie,Manchester by the Sea,Manchester by the Sea,0,2016,\N,137,8500000.0,4223828.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4034354,movie,Swiss Army Man,Swiss Army Man,0,2016,\N,97,3000000.0,674288.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4036488,movie,Saving Banksy,Saving Banksy,0,2017,\N,80,66000.0,15260.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4046784,movie,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,0,2015,\N,131,61000000.0,30316510.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tt4056738,movie,Do You Believe?,Do You Believe?,0,2015,\N,120,2300000.0,3591282.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4062536,movie,Green Room,Green Room,0,2015,\N,95,5000000.0,87984.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tt4550098,movie,Nocturnal Animals,Nocturnal Animals,0,2016,\N,116,22500000.0,492648.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt4556244,movie,Dans Humongous Apartment,Dans Humongous Apartment,0,2015,\N,137,4500.0,1239.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4568106,movie,Gabo: The Creation of Gabriel Garcia Marquez,"Gabo, la creación de Gabriel García Márquez",0,2015,\N,90,280000.0,898.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt4572792,movie,The Book of Henry,The Book of Henry,0,2017,\N,105,10000000.0,1424540.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt4687848,movie,Railroad Tigers,Railroad Tigers,0,2016,\N,124,50000000.0,116211.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt4695012,movie,It Comes at Night,It Comes at Night,0,2017,\N,91,5000000.0,5988370.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt4701660,movie,The Mermaid,Mei ren yu,0,2016,\N,94,60720000.0,985052.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt5071886,movie,Kabali,Kabali,0,2016,\N,153,11000000.0,1977716.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt5078656,movie,Champion,Champion,0,2017,\N,116,500000.0,87100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt7131870,movie,Wolf Warrior II,Zhan lang II,0,2017,\N,126,29700000.0,219022.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
